"SIC4","NAICS6","SIC_Description","NAICS_Description","Establishments","Employees","Annual_Payroll","Est_weight","Emp_weight","Pay_weight"
"6324","524114","Hospital & medical service plans","Direct Health and Medical Insurance Carriers",3358,295273,11676832823,0.75,0.88,0.83
"6324","524130","Hospital & medical service plans","Reinsurance Carriers",1111,39265,2314281611,0.25,0.12,0.17
"6331","524126","Fire, marine, & casualty insurance","Direct Property and Casualty Insurance Carriers",22482,483659,22197905239,0.95,0.92,0.91
"6331","524130","Fire, marine, & casualty insurance","Reinsurance Carriers",1111,39265,2314281611,0.05,0.08,0.09
"6351","524126","Surety insurance","Direct Property and Casualty Insurance Carriers",22482,483659,22197905239,0.95,0.92,0.91
"6351","524130","Surety insurance","Reinsurance Carriers",1111,39265,2314281611,0.05,0.08,0.09
"6361","524127","Title insurance","Direct Title Insurance Carriers",4958,66804,2492952539,0.82,0.63,0.52
"6361","524130","Title insurance","Reinsurance Carriers",1111,39265,2314281611,0.18,0.37,0.48
"6371","524292","Pension, health, & welfare funds","Third Party Administration of Insurance and Pension Funds",5016,102538,4093081034,1,1,1
"6399","524128","Insurance carriers, nec","Other Direct Insurance (except Life, Health, and Medical) Carriers",899,17860,967988354,0.45,0.31,0.29
"6399","524130","Insurance carriers, nec","Reinsurance Carriers",1111,39265,2314281611,0.55,0.69,0.71
"6411","524210","Insurance agents, brokers, & services","Insurance Agencies and Brokerages",115288,548577,20656040529,0.89,0.74,0.7
"6411","524291","Insurance agents, brokers, & services","Claims Adjusting",5299,52556,2461413125,0.04,0.07,0.08
"6411","524292","Insurance agents, brokers, & services","Third Party Administration of Insurance and Pension Funds",5016,102538,4093081034,0.04,0.14,0.14
"6411","524298","Insurance agents, brokers, & services","All Other Insurance Related Activities",4125,42619,2100164910,0.03,0.06,0.07
"6512","531120","Operators of nonresidential buildings","Lessors of Nonresidential Buildings (except Miniwarehouses)",25224,158286,4901032349,0.94,0.77,0.82
"6512","711310","Operators of nonresidential buildings","Promoters of Performing Arts, Sports, and Similar Events with Facilities",1605,46609,1069584781,0.06,0.23,0.18
"6513","531110","Operators of apartment buildings","Lessors of Residential Buildings and Dwellings",68764,413575,8850425288,1,1,1
"6514","531110","Operators of dwellings other than apartment buildings","Lessors of Residential Buildings and Dwellings",68764,413575,8850425288,1,1,1
"6515","531190","Operators of residential mobile home sites","Lessors of Other Real Estate Property",11596,43415,844148651,1,1,1
"6517","531190","Lessors of railroad property","Lessors of Other Real Estate Property",11596,43415,844148651,1,1,1
"6519","531190","Lessors of real property, nec","Lessors of Other Real Estate Property",11596,43415,844148651,1,1,1
"6531","531210","Real estate agents & managers","Offices of Real Estate Agents and Brokers",65037,241397,8222044934,0.46,0.32,0.37
"6531","531311","Real estate agents & managers","Residential Property Managers",28252,244501,6113483126,0.2,0.32,0.27
"6531","531312","Real estate agents & managers","Nonresidential Property Managers",12287,93372,3444511685,0.09,0.12,0.15
"6531","531320","Real estate agents & managers","Offices of Real Estate Appraisers",11296,32195,1051078617,0.08,0.04,0.05
"6531","531390","Real estate agents & managers","Other Activities Related to Real Estate",4298,21862,841320301,0.03,0.03,0.04
"6531","812220","Real estate agents & managers","Cemeteries and Crematories",5441,46672,1028913837,0.04,0.06,0.05
"6531","813990","Real estate agents & managers","Other Similar Organizations (except Business, Professional, Labor, and Political Organizations)",14988,83090,1574834172,0.11,0.11,0.07
"6541","541191","Title abstract offices","Title Abstract and Settlement Offices",4990,37418,1186142023,1,1,1
"6552","233110","Land subdividers & developers, except cemeteries","Land Subdivision and Land Development",12291,72017,2971989574,1,1,1
"6553","812220","Cemetery subdividers & developers","Cemeteries and Crematories",5441,46672,1028913837,1,1,1
"6712","551111","Offices of bank holding companies","Offices of Bank Holding Companies",774,23081,1683216982,1,1,1
"6719","551112","Offices of holding companies, nec","Offices of Other Holding Companies",9172,76078,7532043151,1,1,1
"6732","813211","Educational, religious, & charitable trusts","Grantmaking Foundations",3526,34039,1089228672,1,1,1
"6733","523920","Trusts, except educational, religious, & charitable","Portfolio Management",10635,75899,8647625817,0.91,0.77,0.88
"6733","523991","Trusts, except educational, religious, & charitable","Trust, Fiduciary, and Custody Activities",1011,22139,1156704227,0.09,0.23,0.12
"6792","523910","Oil royalty traders","Miscellaneous Intermediation",5590,22003,1721952749,0.63,0.44,0.52
"6792","533110","Oil royalty traders","Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)",3254,27581,1598608589,0.37,0.56,0.48
"6794","533110","Patent owners & lessors","Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)",3254,27581,1598608589,1,1,1
"6798","525930","Real estate investment trusts","Real Estate Investment Trusts",708,3603,222834985,1,1,1
"6799","523130","Investors, nec","Commodity Contracts Dealing",1618,10190,897433234,0.09,0.09,0.08
"6799","523910","Investors, nec","Miscellaneous Intermediation",5590,22003,1721952749,0.31,0.2,0.15
"6799","523920","Investors, nec","Portfolio Management",10635,75899,8647625817,0.6,0.7,0.77
"7011","721110","Hotels & motels","Hotels (except Casino Hotels) and Motels",41841,1381075,22454623528,0.88,0.82,0.77
"7011","721120","Hotels & motels","Casino Hotels",390,267362,6444587668,0.01,0.16,0.22
"7011","721191","Hotels & motels","Bed-and-Breakfast Inns",2878,18930,215388735,0.06,0.01,0.01
"7011","721199","Hotels & motels","All Other Traveler Accommodation",2218,13186,165633499,0.05,0.01,0.01
"7021","721310","Rooming & boarding houses","Rooming and Boarding Houses",2674,14601,179951905,1,1,1
"7032","721214","Sporting & recreational camps","Recreational and Vacation Camps (except Campgrounds)",2497,22461,330267060,1,1,1
"7033","721211","Recreational vehicle parks & campsites","RV (Recreational Vehicle) Parks and Campgrounds",3731,21446,287382059,1,1,1
"7041","721110","Organization hotels & lodging houses, on membership basis","Hotels (except Casino Hotels) and Motels",41841,1381075,22454623528,0.94,0.99,0.99
"7041","721310","Organization hotels & lodging houses, on membership basis","Rooming and Boarding Houses",2674,14601,179951905,0.06,0.01,0.01
"7211","812320","Power laundries, family & commercial","Drycleaning and Laundry Services (except Coin-Operated)",28637,218579,2900705411,1,1,1
"7212","812320","Garment pressing & agents for laundries & drycleaners","Drycleaning and Laundry Services (except Coin-Operated)",28637,218579,2900705411,1,1,1
"7213","812331","Linen supply","Linen Supply",1602,71594,1529737697,1,1,1
"7215","812310","Coingoperated laundries & drycleaning","Coin-Operated Laundries and Drycleaners",11218,42863,501832774,1,1,1
"7216","812320","Drycleaning plants","Drycleaning and Laundry Services (except Coin-Operated)",28637,218579,2900705411,1,1,1
"7217","561740","Carpet & upholstery cleaning services","Carpet and Upholstery Cleaning Services",8870,43383,758360084,1,1,1
"7218","812332","Industrial launderers","Industrial Launderers",1120,56191,1294384200,1,1,1
"7219","811490","Other laundry, cleaning & garment services","Other Personal and Household Goods Repair and Maintenance",8032,30015,645915522,0.21,0.09,0.13
"7219","812320","Other laundry, cleaning & garment services","Drycleaning and Laundry Services (except Coin-Operated)",28637,218579,2900705411,0.75,0.68,0.57
"7219","812331","Other laundry, cleaning & garment services","Linen Supply",1602,71594,1529737697,0.04,0.22,0.3
"7221","541921","Photographic studios, portrait","Photography Studios, Portrait",12520,71094,1104388727,1,1,1
"7231","611511","Beauty shops","Cosmetology and Barber Schools",2316,15027,237524306,0.03,0.04,0.04
"7231","812112","Beauty shops","Beauty Salons",68904,368583,5103122061,0.89,0.92,0.92
"7231","812113","Beauty shops","Nail Salons",5879,17683,193877363,0.08,0.04,0.04
"7241","611511","Barber shops","Cosmetology and Barber Schools",2316,15027,237524306,0.4,0.6,0.6
"7241","812111","Barber shops","Barber Shops",3545,10073,159703235,0.6,0.4,0.4
"7251","811430","Shoe repair shops & shoeshine parlors","Footwear and Leather Goods Repair",1897,4619,65813153,1,1,1
"7261","812210","Funeral service & crematories","Funeral Homes and Funeral Services",13479,94989,2495823185,0.71,0.67,0.71
"7261","812220","Funeral service & crematories","Cemeteries and Crematories",5441,46672,1028913837,0.29,0.33,0.29
"7291","541213","Tax return preparation services","Tax Preparation Services",9603,60778,1092826685,1,1,1
"7299","532220","Miscellaneous personal services, n.e.c.","Formal Wear and Costume Rental",2614,16863,272590506,0.03,0.02,0.03
"7299","532299","Miscellaneous personal services, n.e.c.","All Other Consumer Goods Rental",3013,27416,715379782,0.04,0.04,0.07
"7299","624410","Miscellaneous personal services, n.e.c.","Child Day Care Services",55347,594649,7281875870,0.72,0.82,0.76
"7299","812191","Miscellaneous personal services, n.e.c.","Diet and Weight Reducing Centers",2649,23405,283520572,0.03,0.03,0.03
"7299","812199","Miscellaneous personal services, n.e.c.","Other Personal Care Services",7700,30982,361602486,0.1,0.04,0.04
"7299","812990","Miscellaneous personal services, n.e.c.","All Other Personal Services",5691,31040,649449337,0.07,0.04,0.07
"7311","541810","Advertising agencies","Advertising Agencies",17356,172598,9456556864,1,1,1
"7312","541850","Outdoor advertising services","Display Advertising",2293,28348,938054626,1,1,1
"7313","541840","Radio, television, publishers’ advertising representatives","Media Representatives",2876,29875,1592924816,1,1,1
"7319","541830","Advertising, n.e.c.","Media Buying Agencies",747,6879,336736023,0.05,0.06,0.1
"7319","541850","Advertising, n.e.c.","Display Advertising",2293,28348,938054626,0.17,0.24,0.29
"7319","541870","Advertising, n.e.c.","Advertising Material Distribution Services",1316,18993,463022137,0.1,0.16,0.14
"7319","541890","Advertising, n.e.c.","Other Services Related to Advertising",9272,65000,1535592406,0.68,0.55,0.47
"7322","561440","Adjustment & collection services","Collection Agencies",6325,100877,2755402698,0.86,0.92,0.92
"7322","561491","Adjustment & collection services","Repossession Services",994,9063,241318310,0.14,0.08,0.08
"7323","561450","Credit reporting services","Credit Bureaus",1884,33566,1117371352,1,1,1
"7331","511140","Direct mail advertising services","Database and Directory Publishers",2344,52998,2187771104,0.42,0.39,0.47
"7331","541860","Direct mail advertising services","Direct Mail Advertising",3177,83636,2485819969,0.58,0.61,0.53
"7334","561439","Photocopying & duplicating services","Other Business Service Centers (including Copy Shops)",3997,58740,1424414165,1,1,1
"7335","541922","Commercial photography","Commercial Photography",3943,13519,472787096,1,1,1
"7336","541430","Commercial art & graphic design","Graphic Design Services",14878,66325,2728980699,1,1,1
"7338","561410","Secretarial & court reporting services","Document Preparation Services",5626,34816,892815388,0.66,0.73,0.7
"7338","561492","Secretarial & court reporting services","Court Reporting and Stenotype Services",2911,12693,375998698,0.34,0.27,0.3
"7342","561710","Disinfecting & pest control services","Exterminating and Pest Control Services",10618,82012,2010822797,0.17,0.09,0.16
"7342","561720","Disinfecting & pest control services","Janitorial Services",52607,828782,10329247223,0.83,0.91,0.84
"7349","561720","Building cleaning & maintenance services, n.e.c.","Janitorial Services",52607,828782,10329247223,1,1,1
"7352","532291","Medical equipment rental & leasing","Home Health Equipment Rental",3131,35818,1083625935,0.49,0.55,0.51
"7352","532490","Medical equipment rental & leasing","Other Commercial and Industrial Machinery and Equipment Rental and Leasing",3245,29347,1053458253,0.51,0.45,0.49
"7353","234990","Heavy construction equipment rental & leasing","All Other Heavy Construction",14072.1666666667,199558.333333333,7370903999.5,0.81,0.84,0.84
"7353","532412","Heavy construction equipment rental & leasing","Construction, Mining, and Forestry Machinery and Equipment Rental and Leasing",3223,37829,1415717914,0.19,0.16,0.16
"7359","532210","Equipment rental & leasing, n.e.c.","Consumer Electronics and Appliances Rental",4001,28780,835723757,0.15,0.13,0.11
"7359","532299","Equipment rental & leasing, n.e.c.","All Other Consumer Goods Rental",3013,27416,715379782,0.11,0.12,0.09
"7359","532310","Equipment rental & leasing, n.e.c.","General Rental Centers",7005,65894,2017999264,0.26,0.29,0.27
"7359","532411","Equipment rental & leasing, n.e.c.","Commercial Air, Rail, and Water Transportation Equipment Rental and Leasing",1289,11358,443394140,0.05,0.05,0.06
"7359","532412","Equipment rental & leasing, n.e.c.","Construction, Mining, and Forestry Machinery and Equipment Rental and Leasing",3223,37829,1415717914,0.12,0.16,0.19
"7359","532420","Equipment rental & leasing, n.e.c.","Office Machinery and Equipment Rental and Leasing",1633,13638,713568099,0.06,0.06,0.09
"7359","532490","Equipment rental & leasing, n.e.c.","Other Commercial and Industrial Machinery and Equipment Rental and Leasing",3245,29347,1053458253,0.12,0.13,0.14
"7359","562991","Equipment rental & leasing, n.e.c.","Septic Tank and Related Services",3063,15846,409708672,0.12,0.07,0.05
"7361","541612","Employment agencies","Human Resources and Executive Search Consulting Services",12546,90106,4935546859,0.58,0.26,0.46
"7361","561310","Employment agencies","Employment Placement Agencies",9262,258635,5865256002,0.42,0.74,0.54
"7363","561320","Help supply services","Temporary Help Services",25934,2268644,36729152081,0.78,0.83,0.82
"7363","561330","Help supply services","Employee Leasing Services",7140,450335,7868351454,0.22,0.17,0.18
"7371","541511","Computer programming services","Custom Computer Programming Services",35762,375921,22474382000,1,1,1
"7372","511210","Software publishers","Software Publishers",9957,193166,15535028129,1,1,1
"7373","541512","Computer systems integrators","Computer Systems Design Services",40083,368319,22556451355,1,1,1
"7374","514210","Data processing services","Data Processing Services",10117,289761,12781049582,1,1,1
"7375","514191","Ongline information services","On-Line Information Services",4526,66919,3401898712,1,1,1
"7376","541513","Computer facilities management services","Computer Facilities Management Services",2045,92204,4481939104,1,1,1
"7377","532420","Computer rental & leasing","Office Machinery and Equipment Rental and Leasing",1633,13638,713568099,1,1,1
"7378","811212","Computer maintenance & repair","Computer and Office Machine Repair and Maintenance",5768,48747,1874621962,1,1,1
"7379","334611","Computer related services, n.e.c.","Software Reproducing",892,23695,1707391521,0.02,0.05,0.06
"7379","541512","Computer related services, n.e.c.","Computer Systems Design Services",40083,368319,22556451355,0.75,0.75,0.77
"7379","541519","Computer related services, n.e.c.","Other Computer Related Services",12568,97706,5197354574,0.23,0.2,0.18
"7381","561611","Detective, guard, & armored car services","Investigation Services",5031,54375,974285205,0.36,0.1,0.12
"7381","561612","Detective, guard, & armored car services","Security Guards and Patrol Services",8343,479206,6737176582,0.59,0.85,0.81
"7381","561613","Detective, guard, & armored car services","Armored Car Services",658,28434,629141832,0.05,0.05,0.08
"7382","561621","Security systems services","Security Systems Services (except Locksmiths)",4289,69616,2089025948,1,1,1
"7383","514110","News syndicates","News Syndicates",610,10297,608059511,1,1,1
"7384","812921","Photofinishing laboratories","Photofinishing Laboratories (except One-Hour)",3168,55486,1387062395,0.49,0.75,0.83
"7384","812922","Photofinishing laboratories","One-Hour Photofinishing",3363,18563,289719512,0.51,0.25,0.17
"7389","512240","Business services, n.e.c.","Sound Recording Studios",2221,13223,406969981,0.02,0.01,0.01
"7389","512290","Business services, n.e.c.","Other Sound Recording Industries",775,5127,228520624,0.01,0,0.01
"7389","522320","Business services, n.e.c.","Financial Transactions Processing, Reserve, and Clearinghouse Activities",1776,50542,1838388308,0.02,0.04,0.06
"7389","541199","Business services, n.e.c.","All Other Legal Services",2561,14119,383712220,0.02,0.01,0.01
"7389","541340","Business services, n.e.c.","Drafting Services",3060,12366,395322312,0.03,0.01,0.01
"7389","541350","Business services, n.e.c.","Building Inspection Services",3651,12899,342501685,0.03,0.01,0.01
"7389","541370","Business services, n.e.c.","Surveying and Mapping (except Geophysical) Services",8404,49939,1414834748,0.07,0.04,0.05
"7389","541410","Business services, n.e.c.","Interior Design Services",10362,33842,1028121075,0.09,0.03,0.03
"7389","541420","Business services, n.e.c.","Industrial Design Services",1434,7508,270817964,0.01,0.01,0.01
"7389","541490","Business services, n.e.c.","Other Specialized Design Services",1970,7899,257383927,0.02,0.01,0.01
"7389","541890","Business services, n.e.c.","Other Services Related to Advertising",9272,65000,1535592406,0.08,0.06,0.05
"7389","541930","Business services, n.e.c.","Translation and Interpretation Services",1233,6360,193960088,0.01,0.01,0.01
"7389","541990","Business services, n.e.c.","All Other Professional, Scientific, and Technical Services",4725,33372,1217223323,0.04,0.03,0.04
"7389","561421","Business services, n.e.c.","Telephone Answering Services",2705,47613,1067439126,0.02,0.04,0.04
"7389","561422","Business services, n.e.c.","Telemarketing Bureaus",3805,237204,4414484173,0.03,0.21,0.15
"7389","561431","Business services, n.e.c.","Private Mail Centers",4321,19009,384326558,0.04,0.02,0.01
"7389","561491","Business services, n.e.c.","Repossession Services",994,9063,241318310,0.01,0.01,0.01
"7389","561499","Business services, n.e.c.","All Other Business Support Services",5292,59336,1873440726,0.05,0.05,0.06
"7389","561591","Business services, n.e.c.","Convention and Visitors Bureaus",724,7320,190696506,0.01,0.01,0.01
"7389","561599","Business services, n.e.c.","All Other Travel Arrangement and Reservation Services",3654,70649,1746314279,0.03,0.06,0.06
"7389","561790","Business services, n.e.c.","Other Services to Buildings and Dwellings",10413,69780,1408329352,0.09,0.06,0.05
"7389","561910","Business services, n.e.c.","Packaging and Labeling Services",2313,53825,1178583891,0.02,0.05,0.04
"7389","561920","Business services, n.e.c.","Convention and Trade Show Organizers",3987,47648,1370246558,0.04,0.04,0.05
"7389","561990","Business services, n.e.c.","All Other Support Services",15524,177034,4470746982,0.14,0.15,0.15
"7389","711410","Business services, n.e.c.","Agents and Managers for Artists, Athletes, Entertainers, and Other Public Figures",2951,15343,1084631108,0.03,0.01,0.04
"7389","812990","Business services, n.e.c.","All Other Personal Services",5691,31040,649449337,0.05,0.03,0.02
"7513","532120","Truck rental services, without drivers","Truck, Utility Trailer, and RV (Recreational Vehicle) Rental and Leasing",5365,56605,1807723321,1,1,1
"7514","532111","Passenger car rental","Passenger Car Rental",6108,120425,2604102398,1,1,1
"7515","532112","Passenger car leasing","Passenger Car Leasing",1192,10244,418216221,1,1,1
"7519","532120","Utility trailer & recreational vehicle rental","Truck, Utility Trailer, and RV (Recreational Vehicle) Rental and Leasing",5365,56605,1807723321,1,1,1
"7521","812930","Automobile parking","Parking Lots and Garages",6157,83504,1288045187,1,1,1
"7532","811121","Top, body, & upholstery repair shops & paint shops","Automotive Body, Paint, and Interior Repair and Maintenance",37368,205728,5456724899,1,1,1
"7533","811112","Automotive exhaust system repair shops","Automotive Exhaust System Repair",5263,26373,658334108,1,1,1
"7534","326212","Tire retreading & repair shops","Tire Retreading",664,9248,246330416,0.2,0.35,0.41
"7534","811198","Tire retreading & repair shops","All Other Automotive Repair and Maintenance",2673,17002,351586720,0.8,0.65,0.59
"7536","811122","Automotive glass replacement shops","Automotive Glass Replacement Shops",5879,34146,932047092,1,1,1
"7537","811113","Automotive transmission repair shops","Automotive Transmission Repair",6712,29382,743582180,1,1,1
"7538","811111","General automotive repair shops","General Automotive Repair",74012,308150,7243684878,1,1,1
"7539","811118","Automotive repair shops, n.e.c.","Other Automotive Mechanical and Electrical Repair and Maintenance",11905,55090,1311420065,1,1,1
"7542","811192","Carwashes","Car Washes",13470,128111,1507910237,1,1,1
"7549","488410","Automotive services, except repair & carwashes","Motor Vehicle Towing",6495,37540,777006907,0.43,0.35,0.4
"7549","811191","Automotive services, except repair & carwashes","Automotive Oil Change and Lubrication Shops",6090,51402,807369738,0.4,0.49,0.42
"7549","811198","Automotive services, except repair & carwashes","All Other Automotive Repair and Maintenance",2673,17002,351586720,0.18,0.16,0.18
"7622","811211","Radio & television repair shops","Consumer Electronics Repair and Maintenance",4176,20726,515263718,0.69,0.54,0.45
"7622","811213","Radio & television repair shops","Communication Equipment Repair and Maintenance",1916,17864,637197171,0.31,0.46,0.55
"7623","811310","Refrigeration & airgconditioning service & repair shops","Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance",23690,148989,4539499551,0.84,0.85,0.86
"7623","811412","Refrigeration & airgconditioning service & repair shops","Appliance Repair and Maintenance",4580,26525,709599757,0.16,0.15,0.14
"7629","811212","Electrical & electronic repair shops,","Computer and Office Machine Repair and Maintenance",5768,48747,1874621962,0.33,0.41,0.45
"7629","811213","Electrical & electronic repair shops,","Communication Equipment Repair and Maintenance",1916,17864,637197171,0.11,0.15,0.15
"7629","811219","Electrical & electronic repair shops,","Other Electronic and Precision Equipment Repair and Maintenance",4325,22553,835986869,0.25,0.19,0.2
"7629","811411","Electrical & electronic repair shops,","Home and Garden Equipment Repair and Maintenance",892,3079,71126646,0.05,0.03,0.02
"7629","811412","Electrical & electronic repair shops,","Appliance Repair and Maintenance",4580,26525,709599757,0.26,0.22,0.17
"7631","811490","Watch, clock, & jewelry repair","Other Personal and Household Goods Repair and Maintenance",8032,30015,645915522,1,1,1
"7641","811420","Reupholstery & furniture repair","Reupholstery and Furniture Repair",6341,22292,437016828,1,1,1
"7692","811490","Welding repair","Other Personal and Household Goods Repair and Maintenance",8032,30015,645915522,1,1,1
"7694","335312","Armature rewinding shops","Motor and Generator Manufacturing",750,77687,2537903517,0.03,0.34,0.36
"7694","811310","Armature rewinding shops","Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance",23690,148989,4539499551,0.97,0.66,0.64
"7699","488390","Repair shops & related services, n.e.c.","Other Support Activities for Water Transportation",820,12149,426531515,0.01,0.03,0.04
"7699","561622","Repair shops & related services, n.e.c.","Locksmiths",4043,15835,404419800,0.06,0.04,0.04
"7699","561790","Repair shops & related services, n.e.c.","Other Services to Buildings and Dwellings",10413,69780,1408329352,0.15,0.18,0.12
"7699","562991","Repair shops & related services, n.e.c.","Septic Tank and Related Services",3063,15846,409708672,0.05,0.04,0.04
"7699","811212","Repair shops & related services, n.e.c.","Computer and Office Machine Repair and Maintenance",5768,48747,1874621962,0.09,0.12,0.16
"7699","811219","Repair shops & related services, n.e.c.","Other Electronic and Precision Equipment Repair and Maintenance",4325,22553,835986869,0.06,0.06,0.07
"7699","811310","Repair shops & related services, n.e.c.","Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance",23690,148989,4539499551,0.35,0.37,0.4
"7699","811411","Repair shops & related services, n.e.c.","Home and Garden Equipment Repair and Maintenance",892,3079,71126646,0.01,0.01,0.01
"7699","811412","Repair shops & related services, n.e.c.","Appliance Repair and Maintenance",4580,26525,709599757,0.07,0.07,0.06
"7699","811430","Repair shops & related services, n.e.c.","Footwear and Leather Goods Repair",1897,4619,65813153,0.03,0.01,0.01
"7699","811490","Repair shops & related services, n.e.c.","Other Personal and Household Goods Repair and Maintenance",8032,30015,645915522,0.12,0.08,0.06
"7812","512110","Motion picture & video tape production","Motion Picture and Video Production",15262,202130,11079922431,1,1,1
"7819","334612","Services allied to motion picture production","Prerecorded Compact Disc (except Software), Tape, and Record Reproducing",697,28007,866777375,0.02,0.05,0.05
"7819","512191","Services allied to motion picture production","Teleproduction and Other Postproduction Services",1260,22366,1106784068,0.04,0.04,0.06
"7819","512199","Services allied to motion picture production","Other Motion Picture and Video Industries",522,5098,292778556,0.01,0.01,0.02
"7819","532220","Services allied to motion picture production","Formal Wear and Costume Rental",2614,16863,272590506,0.08,0.03,0.01
"7819","532490","Services allied to motion picture production","Other Commercial and Industrial Machinery and Equipment Rental and Leasing",3245,29347,1053458253,0.09,0.06,0.06
"7819","541214","Services allied to motion picture production","Payroll Services",4821,138298,6107596474,0.14,0.26,0.33
"7819","561310","Services allied to motion picture production","Employment Placement Agencies",9262,258635,5865256002,0.27,0.49,0.32
"7819","711510","Services allied to motion picture production","Independent Artists, Writers, and Performers",12383,33108,2878078792,0.36,0.06,0.16
"7822","421990","Motion picture & video tape distribution","Other Miscellaneous Durable Goods Wholesalers",7936,51577,1907705092,0.9,0.81,0.77
"7822","512120","Motion picture & video tape distribution","Motion Picture and Video Distribution",908,12312,580553156,0.1,0.19,0.23
"7829","512199","Services allied to motion picture distribution","Other Motion Picture and Video Industries",522,5098,292778556,1,1,1
"7832","512131","Motion picture theaters (except drivegins)","Motion Picture Theaters (except Drive-Ins)",5466,125565,1054462996,1,1,1
"7833","512132","Drivegin motion picture theaters","Drive-In Motion Picture Theaters",344,3596,43870411,1,1,1
"7841","532230","Video tape rental","Video Tape and Disc Rental",18719,159053,1560216187,1,1,1
"7911","611610","Dance studios, schools, & halls","Fine Arts Schools",7111,42627,559875487,0.31,0.19,0.17
"7911","713990","Dance studios, schools, & halls","All Other Amusement and Recreation Industries",15985,186762,2661083861,0.69,0.81,0.83
"7922","512290","Theatrical producers (exc movie) & misc theatrical services","Other Sound Recording Industries",775,5127,228520624,0.03,0.01,0.02
"7922","532490","Theatrical producers (exc movie) & misc theatrical services","Other Commercial and Industrial Machinery and Equipment Rental and Leasing",3245,29347,1053458253,0.12,0.06,0.08
"7922","561310","Theatrical producers (exc movie) & misc theatrical services","Employment Placement Agencies",9262,258635,5865256002,0.34,0.49,0.45
"7922","561599","Theatrical producers (exc movie) & misc theatrical services","All Other Travel Arrangement and Reservation Services",3654,70649,1746314279,0.13,0.13,0.13
"7922","711110","Theatrical producers (exc movie) & misc theatrical services","Theater Companies and Dinner Theaters",3963,88809,1575927267,0.15,0.17,0.12
"7922","711310","Theatrical producers (exc movie) & misc theatrical services","Promoters of Performing Arts, Sports, and Similar Events with Facilities",1605,46609,1069584781,0.06,0.09,0.08
"7922","711320","Theatrical producers (exc movie) & misc theatrical services","Promoters of Performing Arts, Sports, and Similar Events without Facilities",1775,13831,385059141,0.07,0.03,0.03
"7922","711410","Theatrical producers (exc movie) & misc theatrical services","Agents and Managers for Artists, Athletes, Entertainers, and Other Public Figures",2951,15343,1084631108,0.11,0.03,0.08
"7929","711120","Bands, orchestras, actors, oth entertainers & entertainment group","Dance Companies",434,7789,231837290,0.02,0.09,0.05
"7929","711130","Bands, orchestras, actors, oth entertainers & entertainment group","Musical Groups and Artists",5483,42413,1369031095,0.29,0.49,0.3
"7929","711190","Bands, orchestras, actors, oth entertainers & entertainment group","Other Performing Arts Companies",598,3735,115975462,0.03,0.04,0.03
"7929","711510","Bands, orchestras, actors, oth entertainers & entertainment group","Independent Artists, Writers, and Performers",12383,33108,2878078792,0.66,0.38,0.63
"7933","713950","Bowling centers","Bowling Centers",5320,81911,859699292,1,1,1
"7941","711211","Professional sports clubs, managers, promoters","Sports Teams and Clubs",1309,43839,4851506211,0.17,0.37,0.66
"7941","711310","Professional sports clubs, managers, promoters","Promoters of Performing Arts, Sports, and Similar Events with Facilities",1605,46609,1069584781,0.21,0.39,0.14
"7941","711320","Professional sports clubs, managers, promoters","Promoters of Performing Arts, Sports, and Similar Events without Facilities",1775,13831,385059141,0.23,0.12,0.05
"7941","711410","Professional sports clubs, managers, promoters","Agents and Managers for Artists, Athletes, Entertainers, and Other Public Figures",2951,15343,1084631108,0.39,0.13,0.15
"7948","711212","Racing, including track operation","Racetracks",1116,47549,806838786,0.25,0.68,0.6
"7948","711219","Racing, including track operation","Other Spectator Sports",3360,22810,534052228,0.75,0.32,0.4
"7991","713940","Physical fitness facilities","Fitness and Recreational Sports Centers",21549,423106,5388239285,1,1,1
"7992","713910","Public golf courses","Golf Courses and Country Clubs",9559,244580,3876853769,1,1,1
"7993","713120","Coingoperated amusement devices","Amusement Arcades",2197,20874,334547678,0.11,0.09,0.1
"7993","713290","Coingoperated amusement devices","Other Gambling Industries",1460,26137,429422013,0.07,0.11,0.13
"7993","713990","Coingoperated amusement devices","All Other Amusement and Recreation Industries",15985,186762,2661083861,0.81,0.8,0.78
"7996","713110","Amusement parks","Amusement and Theme Parks",738,127858,2124508677,1,1,1
"7997","713910","Membership sports & recreation clubs","Golf Courses and Country Clubs",9559,244580,3876853769,0.2,0.29,0.33
"7997","713940","Membership sports & recreation clubs","Fitness and Recreational Sports Centers",21549,423106,5388239285,0.46,0.5,0.45
"7997","713990","Membership sports & recreation clubs","All Other Amusement and Recreation Industries",15985,186762,2661083861,0.34,0.22,0.22
"7999","487110","Amusement & recreation services, n.e.c.","Scenic and Sightseeing Transportation, Land",807,13362,271117130,0.01,0.01,0.02
"7999","487210","Amusement & recreation services, n.e.c.","Scenic and Sightseeing Transportation, Water",2016,16910,308706183,0.03,0.02,0.02
"7999","487990","Amusement & recreation services, n.e.c.","Scenic and Sightseeing Transportation, Other",306,4191,86038127,0,0,0
